Contract Count,ID,LGA,Population,SEIFA,TargetedGroup,Service,Agency,Indigenous,Year
1,G1415SE23,Unincorporated NSW,1122,76,397 Victims of Crime,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE23,Waverley,71769,92,397 Victims of Crime,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE23,Woollahra,58619,98,397 Victims of Crime,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE35,Botany Bay,44742,69,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Hurstville,85886,78,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Kogarah,61030,86,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Randwick,143776,88,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Rockdale,108072,75,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Sutherland,225070,89,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Sydney City,198331,85,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Unincorporated NSW,1122,76,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Waverley,71769,92,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE35,Woollahra,58619,98,334 Chronic conditions (ongoing),A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SE36,Botany Bay,44742,69,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Hurstville,85886,78,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Kogarah,61030,86,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Randwick,143776,88,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Rockdale,108072,75,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Sutherland,225070,89,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Sydney City,198331,85,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Unincorporated NSW,1122,76,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Waverley,71769,92,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE36,Woollahra,58619,98,398 Problematic alcohol/drug use,A09.2 Preventative Health Service,Health,Indigenous,"""2014"""
1,G1415SE37,Botany Bay,44742,69,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Hurstville,85886,78,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Kogarah,61030,86,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Randwick,143776,88,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Rockdale,108072,75,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Sutherland,225070,89,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Sydney City,198331,85,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Unincorporated NSW,1122,76,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Waverley,71769,92,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE37,Woollahra,58619,98,512 Human services volunteers,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SE46,Botany Bay,44742,69,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Hurstville,85886,78,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Kogarah,61030,86,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Randwick,143776,88,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Rockdale,108072,75,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Sutherland,225070,89,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Sydney City,198331,85,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Unincorporated NSW,1122,76,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Waverley,71769,92,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE46,Woollahra,58619,98,110 All (general population),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Botany Bay,44742,69,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Hurstville,85886,78,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Kogarah,61030,86,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Randwick,143776,88,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Rockdale,108072,75,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Sutherland,225070,89,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Sydney City,198331,85,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Unincorporated NSW,1122,76,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Waverley,71769,92,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE5,Woollahra,58619,98,341 Infants/children health care,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Botany Bay,44742,69,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Hurstville,85886,78,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Kogarah,61030,86,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Randwick,143776,88,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Rockdale,108072,75,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Sutherland,225070,89,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Sydney City,198331,85,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Unincorporated NSW,1122,76,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Waverley,71769,92,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SE7,Woollahra,58619,98,334 Chronic conditions (ongoing),A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Bankstown,200357,44,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Camden,67084,87,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Campbelltown,156572,38,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Fairfield,203109,4,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Liverpool,199928,58,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Wingecarribee,47584,78,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,C1415SW2,Wollondilly,47084,81,129 Other specified communities,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW1,Bankstown,200357,44,423 Service provider NGOs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW1,Canterbury,150626,34,423 Service provider NGOs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW1,Liverpool,199928,58,423 Service provider NGOs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW10,Bankstown,200357,44,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Camden,67084,87,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Campbelltown,156572,38,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Fairfield,203109,4,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Liverpool,199928,58,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Wingecarribee,47584,78,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW10,Wollondilly,47084,81,399 Other individuals (special needs),A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW11,Campbelltown,156572,38,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW11,Wingecarribee,47584,78,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW11,Wollondilly,47084,81,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW12,Bankstown,200357,44,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Camden,67084,87,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Campbelltown,156572,38,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Fairfield,203109,4,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Liverpool,199928,58,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Wingecarribee,47584,78,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW12,Wollondilly,47084,81,359 Other people of immigrant background,A09.2 Preventative Health Service,Health,Non Indigenous,"""2014"""
1,G1415SW18,Bankstown,200357,44,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW18,Fairfield,203109,4,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW18,Liverpool,199928,58,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW23,Bankstown,200357,44,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Camden,67084,87,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Campbelltown,156572,38,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Fairfield,203109,4,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Liverpool,199928,58,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Wingecarribee,47584,78,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW23,Wollondilly,47084,81,333 Rehabilitation needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW4,Bankstown,200357,44,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Camden,67084,87,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Campbelltown,156572,38,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Fairfield,203109,4,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Liverpool,199928,58,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Wingecarribee,47584,78,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW4,Wollondilly,47084,81,394 Victims of physical abuse/violence,A07.9 Service & community dev. (general),Health,Non Indigenous,"""2014"""
1,G1415SW6,Bankstown,200357,44,349 Other specified health needs,A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SW6,Camden,67084,87,349 Other specified health needs,A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SW6,Campbelltown,156572,38,349 Other specified health needs,A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SW6,Fairfield,203109,4,349 Other specified health needs,A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SW6,Liverpool,199928,58,349 Other specified health needs,A09.1 Mental Health,Health,Non Indigenous,"""2014"""
1,G1415SW7,Bankstown,200357,44,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Camden,67084,87,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Campbelltown,156572,38,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Fairfield,203109,4,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Liverpool,199928,58,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Wingecarribee,47584,78,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW7,Wollondilly,47084,81,350 People born overseas,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW8,Bankstown,200357,44,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW8,Fairfield,203109,4,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW8,Liverpool,199928,58,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW8,Wingecarribee,47584,78,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,"""2014"""
1,G1415SW9,Bankstown,200357,44,339 Mental Health needs,A09.3 Health Support,Health,Non Indigenous,"""2014"""
